Title,Labels
donald trump twitter facebook capitol hill violence. Social media platforms need to commit to a consistent refusal to help heads of state incite violence,"9,10,11"
cloud kitchen behrouz biryani faasos covid pandemic lockdown zomato swiggy. Why cloud kitchens turned dark,"9,10"
for a smarter food com.sorceshare.userstore.security programme. For a smarter food com.sorceshare.userstore.security programme,"9,10"
ved mehta death books writing. For Ved Mehta  the personal was a way to illuminate the universal,10
covid vaccine india trial data govt. People s confidence is a must for a successful roll out of the Covid-19 vaccine,"10,8"
we robot. We  Robot,10
pressure points. Pressure points,"9,10"
forty years ago january 14 1981 andhra resignations. Forty Years Ago  January 14  1981  Andhra resignations,"9,10"
price signals. Price signals,"9,10,3"
modi govt central vista project new parliament building cost bjp covid 19 vaccine. The government and BJP have consistently undermined Parliament,"9,10"
covid 19 vaccination drive india coronavirus. There are challenges in Covid vaccination drive  but these are not intractable,"9,10"
the union budget should focus on enhancing credit flows to the small and marginal farmers increase investment in health and education. The fiscal situation will not stabilise in 2020-21 unless consumption improves,"9,10,3"
india economy 5 trillion covid china jobs unemployment. Building a  5-trillion economy,"3,11"
how to pollution proof doorstep delivery. How to pollution-proof doorstep delivery,"9,6,1"
swami vivekananda national youth day. Swami Vivekananda s thought is as relevant to India s future as it was in its past,"5,10"
punjab farmers against farm laws msp. In a punishing winter  Punjab s farmers find inspiration from history,"9,10,7"
china foreign policy land disputes xi jinping. Chinese strategists forget that aggression against a large country like India will not work,"9,10,11"
the flying samosa. The flying samosa,10
gujarat chief minister madhavsinh solanki death policymaking politics. As CM  Madhavsinh Solanki brought openness and rigour to policymaking,"9,10"
forty years ago january 13 1981 fuel is dearer. Forty Years Ago  January 13  1981  Fuel is dearer,"9,10"
supreme court stay on farm laws protests. Supreme Court s order putting on hold the farm bills is terrible constitutional precedent  bereft of judgment,"9,10,2"
slow and beautiful. Slow and beautiful,10
supreme court stay farm laws protests. Out of court,"9,10,2"
building a vibrant science ecosystem. Building a vibrant science ecosystem,"10,6"
farmers protest singhu border laws. A field of solidarity and protest,"9,10,7"
message from sydney. Message from Sydney,"10,11"
leader with a difference. Leader with a difference,"9,10"
forty years ago january 12 1981 indira on nsa. Forty Years Ago  January 12  1981  Indira on NSA,"9,10"
us capitol trump mob siege democracy india. Why siege of Capitol in Washington DC resonates closer home  carries lessons for us all,"9,10,11"
a big test india covid vaccination. A big test,"8,10"
farmers protest farm laws msp. Both government and farmers need to re-evaluate their positions,"9,10"
winter session coronavirus pandemic budget session. Covid can t be an excuse to avoid assembly of Parliament,"9,10,8"
india foreign policy subcontinent politics s jaishankar. Delhi must manage dynamic interaction between domestic policies of India and its neighbours,"9,11"
india covid pandemic asha workers contribution. Govt must give ASHAs  Anganwadi volunteers rights  benefits due as workers,"9,10"
india youth world leader soft skills jobs. A roadmap for the young,"10,6"
environmental relief fund pollution india. Underutilisation of Environmental Relief Fund defeats the  Polluter Pays  principle,"9,10"
india economic recovery covid pandemic budget gdp growth. Given demand uncertainties  budget is opportune moment for a large physical and social infrastructure push,3
january 11 1981 forty years ago. Forty Years Ago  January 11  1981  Anjaiah acts,5
pandemic is an opportunity to reimagine schools as places for community learning. Pandemic is an opportunity to reimagine schools as places for community learning,10
farm laws agriculture sector farmers protests msp. New farm laws are meant to usher in modern practices in agriculture,"9,3,7"
us capitol hill protesters siege donald trump joe biden. To heal itself  American democracy will need more than just the replacing of Trump with Biden,"9,10,11"
richa chadha movie madam chief minister untouchables dalits stereotypes. Why can t mainstream filmmakers imagine Dalits as people  not stereotypes ,10
towards reconciliation. Towards reconciliation,10
owning the crisis farmers protests farm laws. Owning the crisis,"9,10,7"
covid 19 vaccination india uk. Smart tests must go on,"9,10"
theres a third alternative to redefine agri markets. There s a third alternative to redefine agri markets,"9,10,7"
covid 19 pandemic vaccine controversy p chidambaram. Pandemic  vaccine and controversy,"9,10"
shantiniketan visva bharati university rabindranath tagore. What we are witnessing in Shantiniketan is an ugly fight  between ideo logies,10
narendra modi donald trump us capitol hill siege tavleen singh. The  new Indian  hates Muslims  believes that criticism of Modi govt amounts to an attack on India,"9,10"
chandrabhagabai my grandma and guide suraj yengde. In times of family grief  we become one and get tied to our unified selves,"9,10"
leaving room for the important things. In 2020  some have discovered that a life stripped down to bare essentials is ultimately freeing,"9,10"
sustainable development goals covid 19 indian economy gdp. The post-Covid priority  Budget needs to ramp up spending on health and education,"9,10"
covid 19 pandemic anaemia malnutrition. Improving diet of low-income households only way to address chronic malnutrition,"9,10,8,3"
triple talaq anti triple talaq law supreme court. Flawed understanding of triple talaq law is leading to its misuse,9
us capitol hill siege donald trump election joe biden. When history is written  US courts may be singled out for protecting nation s election integrity,"9,11"
menstrual hygiene thane slum thane period room. A room of her own,"9,8"
housewives income moeny patriarchy arpan tulsyan. A salary to women for domestic work institutionalises idea of men as  providers ,"3,9"
indira gandhi pokhran atomic test nuclear energy forty years ago. January 9  1981  Forty Years Ago  PM in Rajasthan,"6,10"
donald trump social media suspension fb twitter capitol hill siege. Anti-social media,"9,11"
india sri lanka relations s jaishankar covid 19. A message to Colombo,"10,11"
covid 19 plasma therapy coronavirus. Don t give up on plasma therapy,"6,10"
donald trump republicans capitol washington. An insurrection from the White House,"9,10,11"
fight against pandemic taught me to listen more value of collaborative leadership. Fight against pandemic taught me to listen more  value of collaborative leadership,"9,10"
january 8 1981 forty years ago nam diplomacy. January 8  1981  Forty Years Ago  NAM diplomacy,"9,10,2"
us might recoil from capitol siege but its democracy will remain riven by internal conflicts. US might recoil from Capitol siege. But its democracy will remain riven by internal conflicts,"9,10,11,2"
germany cabinet germany women quota germany women boardroom quota sebi. Business of diversity,"9,10,11,2"
farm laws protests farmers govt talks msp apmc mandi. A properly thought out resolution requires the untangling of many aspects of farm laws,"9,10,7"
indian economy national statistical office reserve bank of india rbi. A smaller decline,"10,3"
central vista project new parliament building. New Parliament will be a monument to cultural diversity of Indian democracy,"9,10"
us capitol hill siege us capitol hill siege protest donald trump joe biden. January 6,"9,10,11"
indore munawar faruqui stand up comedy comedy sattire. The arrest of stand-up comic Munawar Faruqui should worry us all,"9,10"
washington dc capitol trump america. The event at the Capitol should make America ask itself  Why was it taken by surprise  yet again ,"9,10,11"
